Tx_Loc_1,Tx_Loc_2,Tx_Loc_3,Rx_Loc_1,Rx_Loc_2,Rx_Loc_3,Distance_m,Delay_s,isLoS,PathLoss_dB,Reflections,PhaseShift_rad
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,198,6.60456908492341e-07,1,107.324247653958,0,4.98531663632784
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,201.999077847646,6.73796396331111e-07,0,105.544604945936,1,1.87928450765624
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,209.950668160212,7.00320046611087e-07,0,107.828515531296,2,6.04005816598368
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,209.950668166208,7.00320046631088e-07,0,107.828515536106,2,6.04006234027332
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,213.950536623582,7.13662171660041e-07,0,107.993080257364,2,3.3979870629684
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,213.950536677105,7.13662171838575e-07,0,107.993080250692,2,3.39801851908685
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,213.740348726104,7.12961060301604e-07,0,107.444216740786,3,5.71574114133513
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,213.740399417661,7.12961229390436e-07,0,107.446121044003,3,5.74548835075952
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,217.641773040935,7.2597481101721e-07,0,107.682862232055,3,1.85170867762357
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,217.641940345557,7.2597536908536e-07,0,107.67862060205,3,1.94988854721017
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,215.73225274866,7.19605336931658e-07,0,108.065350019009,4,5.96547045577498
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,215.732252989189,7.19605337733977e-07,0,108.065350006797,4,5.96561135614937
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,247.233669708056,8.24682753386865e-07,0,109.253085218666,4,0.735729276731085
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,219.393321995101,7.31817349438128e-07,0,107.756895911214,5,5.56554634829742
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,219.393845811175,7.31819096700474e-07,0,107.745787797504,5,5.87294003924696
41.876877,-87.635228,355.443459040485,41.876877,-87.635228,157.443459040485,250.471576157732,8.35483246739089e-07,0,109.048614896752,5,3.33579795221929
