Tx_Loc_1,Tx_Loc_2,Tx_Loc_3,Rx_Loc_1,Rx_Loc_2,Rx_Loc_3,Distance_m,Delay_s,isLoS,PathLoss_dB,Reflections,PhaseShift_rad
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,198,6.60456908492341e-07,1,107.324247653958,0,4.98531663629873
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,201.983093136641,6.73743077074478e-07,0,107.099975847119,1,5.06524084088767
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,221.930220743322,7.40279532793723e-07,0,108.315272440086,1,5.19568037055384
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,436.312323167794,1.45538125301269e-06,0,114.186893388105,1,4.24167877735401
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,225.449566879212,7.52018807888795e-07,0,106.762411189138,2,3.30885685555631
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,256.308796225091,8.54954117041502e-07,0,109.565446094921,2,4.49421950542497
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,256.308805759806,8.54954148845886e-07,0,109.565445989826,2,4.49981372380758
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,438.100472021359,1.46134587555688e-06,0,113.135769577031,2,4.30093790390379
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,249.613219900076,8.32620078454662e-07,0,108.764198070294,3,2.27574915619184
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,259.308260021399,8.64959251314451e-07,0,108.482071433408,3,5.39748815793781
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,259.332069409887,8.65038670885735e-07,0,108.368458498847,3,0.520153808554888
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,302.008380430769,1.00739152160649e-06,0,110.991323650587,3,6.04822735023247
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,310.954031918449,1.03723100305095e-06,0,111.244867660205,3,2.94106733163501
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,738.391301652061,2.46300826437755e-06,0,118.756494375421,3,1.4539435863941
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,304.519379725075,1.01576731368297e-06,0,110.057226194179,4,3.04598343131889
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,313.353639508425,1.04523523239676e-06,0,110.505458453293,4,3.68513351852705
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,739.239033871418,2.46583599468476e-06,0,118.335068400417,4,2.56260489487618
40.702335,-74.009533,180.256070698611,40.702335,-74.009533,-17.7439293013886,306.23455624434,1.02148852672051e-06,0,110.242736065172,5,4.26470242723045
